,relevance,queryid,bm25 score,query length,document length,# of matched q/d terms,min idf,max idf,min tf,max tf,phrase frequency
10134,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10135,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10136,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10137,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10138,1,4855,10.333281,1,153,1,3.5132666,3.5132666,0.66845846,0.66845846,2.0
10139,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10140,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10141,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10142,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10143,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10144,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10145,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10146,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10147,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10148,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10149,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10150,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10151,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10152,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10153,1,4855,0.0,1,128,0,0.0,0.0,0.0,0.0,0.0
10154,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10155,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10156,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10157,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10158,1,4855,7.231534,1,188,1,3.5132666,3.5132666,0.46780688,0.46780688,1.0
10159,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10160,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10161,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10162,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10163,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10164,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10165,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10166,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10167,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10168,1,4855,0.0,1,194,0,0.0,0.0,0.0,0.0,0.0
10169,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10170,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10171,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10172,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10173,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10174,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10175,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10176,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10177,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10178,1,4855,0.0,1,187,0,0.0,0.0,0.0,0.0,0.0
10179,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10180,1,4855,0.0,1,184,0,0.0,0.0,0.0,0.0,0.0
10181,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10182,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10183,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10184,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10185,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10186,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10187,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10188,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10189,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10190,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10191,1,4855,0.0,1,167,0,0.0,0.0,0.0,0.0,0.0
10192,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10193,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10194,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10195,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10196,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10197,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10198,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10199,1,4855,0.0,1,159,0,0.0,0.0,0.0,0.0,0.0
10200,1,4855,7.231534,1,190,1,3.5132666,3.5132666,0.46780688,0.46780688,1.0
10201,2,4855,11.867157,1,200,1,3.5132666,3.5132666,0.76768476,0.76768476,4.0
10202,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10203,1,4855,0.0,1,189,0,0.0,0.0,0.0,0.0,0.0
10204,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10205,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10206,1,4855,0.0,1,163,0,0.0,0.0,0.0,0.0,0.0
10207,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10208,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10209,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10210,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10211,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10212,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10213,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10214,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10215,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10216,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10217,1,4855,11.014233,1,200,1,3.5132666,3.5132666,0.71250916,0.71250916,3.0
10218,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10219,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10220,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10221,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10222,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10223,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10224,1,4855,0.0,1,183,0,0.0,0.0,0.0,0.0,0.0
10225,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10226,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10227,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10228,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10229,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10230,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10231,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10232,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10233,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10234,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10235,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10236,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10237,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10238,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10239,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10240,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10241,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10242,1,4855,0.0,1,191,0,0.0,0.0,0.0,0.0,0.0
10243,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10244,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10245,1,4855,0.0,1,118,0,0.0,0.0,0.0,0.0,0.0
10246,1,4855,11.408964,1,169,1,3.5132666,3.5132666,0.7380444,0.7380444,3.0
10247,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10248,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10249,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10250,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10251,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10252,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10253,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10254,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10255,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10256,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10257,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10258,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10259,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10260,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10261,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10262,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10263,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10264,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10265,1,4855,13.297306,1,191,1,3.5132666,3.5132666,0.8602009,0.8602009,7.0
10266,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10267,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10268,1,4855,10.333281,1,162,1,3.5132666,3.5132666,0.66845846,0.66845846,2.0
10269,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10270,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10271,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10272,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10273,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10274,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10275,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10276,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10277,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10278,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10279,1,4855,12.445409,1,200,1,3.5132666,3.5132666,0.8050918,0.8050918,5.0
10280,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10281,1,4855,0.0,1,177,0,0.0,0.0,0.0,0.0,0.0
10282,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10283,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10284,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10285,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10286,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10287,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10288,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10289,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10290,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10291,1,4855,11.014233,1,200,1,3.5132666,3.5132666,0.71250916,0.71250916,3.0
10292,1,4855,12.445409,1,200,1,3.5132666,3.5132666,0.8050918,0.8050918,5.0
10293,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10294,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10295,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10296,1,4855,0.0,1,195,0,0.0,0.0,0.0,0.0,0.0
10297,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10298,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10299,1,4855,0.0,1,170,0,0.0,0.0,0.0,0.0,0.0
10300,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10301,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10302,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10303,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10304,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10305,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10306,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10307,1,4855,7.231534,1,191,1,3.5132666,3.5132666,0.46780688,0.46780688,1.0
10308,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10309,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10310,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10311,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10312,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10313,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10314,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10315,1,4855,11.014233,1,200,1,3.5132666,3.5132666,0.71250916,0.71250916,3.0
10316,1,4855,9.853521,1,186,1,3.5132666,3.5132666,0.6374229,0.6374229,2.0
10317,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10318,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10319,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10320,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10321,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10322,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10323,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10324,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10325,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10326,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10327,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10328,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10329,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10330,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10331,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10332,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10333,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10334,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10335,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10336,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10337,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10338,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10339,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10340,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10341,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10342,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10343,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10344,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10345,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10346,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10347,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10348,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10349,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10350,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10351,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10352,1,4855,0.0,1,189,0,0.0,0.0,0.0,0.0,0.0
10353,1,4855,0.0,1,167,0,0.0,0.0,0.0,0.0,0.0
10354,1,4855,12.863269,1,200,1,3.5132666,3.5132666,0.83212304,0.83212304,6.0
10355,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10356,1,4855,0.0,1,193,0,0.0,0.0,0.0,0.0,0.0
10357,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10358,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10359,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10360,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10361,1,4855,11.014233,1,200,1,3.5132666,3.5132666,0.71250916,0.71250916,3.0
10362,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10363,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10364,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10365,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10366,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10367,1,4855,7.486633,1,175,1,3.5132666,3.5132666,0.48430926,0.48430926,1.0
10368,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10369,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10370,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10371,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10372,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10373,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10374,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10375,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10376,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10377,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10378,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10379,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10380,1,4855,0.0,1,179,0,0.0,0.0,0.0,0.0,0.0
10381,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10382,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10383,1,4855,11.867157,1,200,1,3.5132666,3.5132666,0.76768476,0.76768476,4.0
10384,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10385,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10386,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10387,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10388,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10389,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10390,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10391,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10392,1,4855,0.0,1,186,0,0.0,0.0,0.0,0.0,0.0
10393,1,4855,11.014233,1,200,1,3.5132666,3.5132666,0.71250916,0.71250916,3.0
10394,1,4855,0.0,1,186,0,0.0,0.0,0.0,0.0,0.0
10395,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10396,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10397,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10398,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10399,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10400,1,4855,0.0,1,199,0,0.0,0.0,0.0,0.0,0.0
10401,1,4855,11.014233,1,200,1,3.5132666,3.5132666,0.71250916,0.71250916,3.0
10402,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10403,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10404,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10405,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10406,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10407,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10408,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10409,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10410,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10411,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10412,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10413,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10414,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10415,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10416,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10417,1,4855,7.7603893,1,164,1,3.5132666,3.5132666,0.50201845,0.50201845,1.0
10418,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10419,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10420,1,4855,0.0,1,131,0,0.0,0.0,0.0,0.0,0.0
10421,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10422,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10423,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10424,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10425,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10426,1,4855,9.853521,1,196,1,3.5132666,3.5132666,0.6374229,0.6374229,2.0
10427,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10428,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10429,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10430,1,4855,11.014233,1,200,1,3.5132666,3.5132666,0.71250916,0.71250916,3.0
10431,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10432,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10433,1,4855,7.486633,1,168,1,3.5132666,3.5132666,0.48430926,0.48430926,1.0
10434,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10435,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10436,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10437,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10438,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10439,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10440,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10441,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10442,1,4855,0.0,1,162,0,0.0,0.0,0.0,0.0,0.0
10443,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10444,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
10445,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10446,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10447,1,4855,11.014233,1,200,1,3.5132666,3.5132666,0.71250916,0.71250916,3.0
10448,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10449,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10450,1,4855,0.0,1,196,0,0.0,0.0,0.0,0.0,0.0
10451,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10452,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10453,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10454,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10455,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10456,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10457,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10458,1,4855,11.014233,1,200,1,3.5132666,3.5132666,0.71250916,0.71250916,3.0
10459,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10460,1,4855,0.0,1,198,0,0.0,0.0,0.0,0.0,0.0
10461,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10462,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10463,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10464,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10465,1,4855,0.0,1,130,0,0.0,0.0,0.0,0.0,0.0
10466,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10467,1,4855,6.993245,1,200,1,3.5132666,3.5132666,0.45239204,0.45239204,1.0
10468,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10469,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10470,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10471,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10472,1,4855,0.0,1,200,0,0.0,0.0,0.0,0.0,0.0
10473,1,4855,9.629969,1,200,1,3.5132666,3.5132666,0.62296134,0.62296134,2.0
